plan_day_id,plan_id,day_number,week_number,is_training_day,focus,session_summary,target_minutes,exercise_filter_tags,nutrition_focus,recovery_focus,created_version
PL0004-D047,PL0004,47,7,false,recovery,walk + mobility + hydration check,15,strength;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0004-D048,PL0004,48,7,false,recovery,walk + mobility + hydration check,15,strength;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0004-D049,PL0004,49,7,false,recovery,walk + mobility + hydration check,15,strength;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0004-D050,PL0004,50,8,true,skill_practice,"skill_practice session with warm-up, main work, and cool-down",30,strength;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0004-D051,PL0004,51,8,true,full_body_strength,"full_body_strength session with warm-up, main work, and cool-down",30,strength;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0004-D052,PL0004,52,8,true,cardio_endurance,"cardio_endurance session with warm-up, main work, and cool-down",30,strength;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0004-D053,PL0004,53,8,false,recovery,walk + mobility + hydration check,15,strength;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0004-D054,PL0004,54,8,false,recovery,walk + mobility + hydration check,15,strength;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0004-D055,PL0004,55,8,false,recovery,walk + mobility + hydration check,15,strength;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0004-D056,PL0004,56,8,false,recovery,walk + mobility + hydration check,15,strength;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D001,PL0005,1,1,true,full_body_strength,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D002,PL0005,2,1,true,cardio_endurance,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D003,PL0005,3,1,true,mobility_core,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D004,PL0005,4,1,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D005,PL0005,5,1,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D006,PL0005,6,1,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D007,PL0005,7,1,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D008,PL0005,8,2,true,mobility_core,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D009,PL0005,9,2,true,upper_lower_split,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D010,PL0005,10,2,true,skill_practice,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D011,PL0005,11,2,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D012,PL0005,12,2,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D013,PL0005,13,2,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D014,PL0005,14,2,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D015,PL0005,15,3,true,skill_practice,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D016,PL0005,16,3,true,full_body_strength,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D017,PL0005,17,3,true,cardio_endurance,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D018,PL0005,18,3,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D019,PL0005,19,3,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D020,PL0005,20,3,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D021,PL0005,21,3,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D022,PL0005,22,4,true,cardio_endurance,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D023,PL0005,23,4,true,mobility_core,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D024,PL0005,24,4,true,upper_lower_split,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D025,PL0005,25,4,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D026,PL0005,26,4,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D027,PL0005,27,4,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D028,PL0005,28,4,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D029,PL0005,29,5,true,upper_lower_split,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D030,PL0005,30,5,true,skill_practice,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D031,PL0005,31,5,true,full_body_strength,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D032,PL0005,32,5,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D033,PL0005,33,5,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D034,PL0005,34,5,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D035,PL0005,35,5,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D036,PL0005,36,6,true,full_body_strength,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D037,PL0005,37,6,true,cardio_endurance,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D038,PL0005,38,6,true,mobility_core,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D039,PL0005,39,6,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D040,PL0005,40,6,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D041,PL0005,41,6,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D042,PL0005,42,6,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D043,PL0005,43,7,true,mobility_core,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D044,PL0005,44,7,true,upper_lower_split,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D045,PL0005,45,7,true,skill_practice,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D046,PL0005,46,7,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D047,PL0005,47,7,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D048,PL0005,48,7,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D049,PL0005,49,7,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D050,PL0005,50,8,true,skill_practice,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D051,PL0005,51,8,true,full_body_strength,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D052,PL0005,52,8,true,cardio_endurance,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D053,PL0005,53,8,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D054,PL0005,54,8,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D055,PL0005,55,8,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D056,PL0005,56,8,false,recovery,walk + mobility + hydration check,15,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
PL0005-D057,PL0005,57,9,true,cardio_endurance,bench technique + upper back + triceps + recovery mobility,45,bench_press_goal;general_adult;beginner,protein + fiber + hydration,"sleep, hydration, mobility, symptom check",v0.1-safe-seed-2026-06-11
